year,origin,amount
1993,PHL,96101
1993,MSY,41899
1993,RIC,15836
1993,BTV,3435
1993,DAY,14664
1993,CRW,2437
1993,LAX,152353
1993,IND,37684
1993,PHX,134172
1993,PVD,13335
1993,SFO,117581
1993,TUS,15941
1993,BDL,26262
1993,BOS,95331
1993,MIA,73262
1993,ROC,18905
1993,LAS,89518
1993,SYR,17128
1993,BUF,22789
1993,BGM,1378
1993,CVG,70433
1993,RDU,55195
1993,STL,133011
1993,CMH,39319
1993,MHT,3971
1993,ORF,18831
1993,AZO,2604
1993,ATL,220818
1993,TLH,6290
1993,FLL,33588
1993,EVV,1285
1993,GRR,9811
1993,HPN,5517
1993,SEA,71610
1993,ORD,286055
1993,OMA,16171
1993,HSV,7902
1993,LEX,5299
1993,MCI,54667
1993,PBI,25054
1993,OAJ,1020
1993,SRQ,9852
1993,FAY,3119
1993,SDF,17877
1993,IAH,99887
1993,ELM,1382
1993,AUS,30687
1993,BNA,57820
1993,CAE,6404
1993,ALB,12836
1993,FNT,721
1993,ITH,1077
1993,CHA,3786
1993,MDT,8588
1993,GSP,7294
1993,MDW,33393
1993,RSW,18225
1993,CHS,9126
1993,ROA,2874
1993,ABQ,34699
1993,MOB,7305
1993,PHF,1119
1993,ORH,648
1993,SAV,7107
1993,GNV,2481
1993,MEM,49897
1993,TYS,8706
1993,MKE,19844
1993,LIT,16499
1993,LAN,2606
1993,IAD,33430
1993,TOL,2434
1993,HTS,1292
1993,JFK,41842
1993,SWF,4002
1993,ABE,6515
1993,BHM,16072
1993,ILM,2028
1993,SBN,3234
1993,MSN,5532
1993,MYR,2303
1993,RNO,18587
1993,SMF,29714
1993,MLB,4356
1993,AVP,2524
1993,SAT,35490
1993,DAB,5153
1993,ISP,4115
1993,AVL,2816
1993,ACY,738
1993,DEN,159039
1993,ERI,1426
1993,CAK,1416
1993,MSP,120572
1993,SJU,20846
1993,PNS,6532
1993,AGS,3494
1993,TRI,3053
1993,PWM,6492
1993,FWA,3119
1993,DAL,41989
1993,HOU,57140
1993,AMA,5089
1993,MAF,7201
1993,CRP,6515
1993,ELP,27455
1993,TUL,24441
1993,HRL,6574
1993,LBB,8114
1993,OKC,24389
1993,ONT,36430
1993,DET,3140
1993,OAK,39516
1993,BUR,24893
1993,PDX,35907
1993,FAR,3262
1993,FSD,6015
1993,MOT,1600
1993,RST,3388
1993,GRB,2742
1993,MBS,3427
1993,VPS,1081
1993,TVC,672
1993,CID,4833
1993,DLH,1921
1993,BIL,5059
1993,HDN,514
1993,BIS,2377
1993,LSE,1038
1993,GEG,7362
1993,BZN,4105
1993,RAP,2620
1993,SLC,67742
1993,GFK,1386
1993,GTF,2921
1993,MSO,2503
1993,ICT,10566
1993,HNL,14223
1993,DSM,9975
1993,BTR,6512
1993,COS,11400
1993,SNA,30555
1993,SJC,34505
1993,MLI,2608
1993,SGF,1759
1993,OGG,2689
1993,KOA,717
1993,BOI,5404
1993,FAT,3889
1993,LIH,48
1993,LNK,3013
1993,SUX,587
1993,BGR,2556
1993,EUG,2888
1993,PSP,3143
1993,GUC,308
1993,SBA,2539
1993,HVN,1062
1993,PIA,1448
1993,MRY,1375
1993,JAC,2168
1993,ANC,16256
1993,FAI,3993
1993,MFR,1463
1993,EGE,546
1993,MFE,3070
1993,GJT,565
1993,LFT,275
1993,MTJ,11
1993,STT,3296
1993,STX,2106
1993,MGM,2508
1993,MLU,2483
1993,SHV,5108
1993,IDA,1701
1993,JAN,7296
1993,PFN,1241
1993,CSG,1025
1993,PSC,1070
1993,BTM,711
1993,CPR,1065
1993,HLN,1190
1993,FCA,828
1993,LGB,4536
1993,BFL,699
1993,SPI,344
1993,ADQ,315
1993,ANI,97
1993,BET,739
1993,KSM,95
1993,OME,973
1993,OTZ,976
1993,SCC,549
1993,JNU,3696
1993,KTN,2406
1993,CDV,695
1993,YAK,693
1993,SIT,1429
1993,PSG,679
1993,WRG,680
1993,AKN,356
1993,DLG,305
1993,BRW,424
1993,GUM,1027
1993,SPN,867
1993,ROR,133
1993,BQN,644
1993,PSE,226
1993,DUT,234
1993,GST,88
1993,COD,74
1993,ACK,19
1993,BRO,202
1994,CLT,129391
1994,MCO,77120
1994,ORD,277741
1994,PBI,24079
1994,PHL,93585
1994,MIA,72351
1994,IND,38612
1994,CLE,67185
1994,DCA,88445
1994,BOS,100365
1994,STL,151609
1994,BWI,71197
1994,PIT,130977
1994,CVG,68790
1994,EWR,116768
1994,ORF,25436
1994,ROC,17863
1994,TPA,59871
1994,BTV,3241
1994,MHT,4419
1994,MLB,3692
1994,GSO,35853
1994,PVD,14304
1994,CAE,6107
1994,JAX,26479
1994,MCI,56814
1994,SWF,4465
1994,IAH,104182
1994,DTW,136837
1994,CHS,13011
1994,RIC,16506
1994,TRI,3305
1994,LGA,101864
1994,DAY,18893
1994,BUF,23906
1994,FLL,38199
1994,SYR,15977
1994,MDT,8538
1994,ERI,1428
1994,HPN,5845
1994,LAX,153494
1994,SMF,28942
1994,SDF,22582
1994,CMH,40952
1994,MDW,45208
1994,CHA,3537
1994,MSY,48055
1994,RDU,47428
1994,ROA,3196
1994,HTS,1330
1994,ELM,1438
1994,ITH,1078
1994,FAY,2503
1994,GSP,11867
1994,PHX,139581
1994,BDL,26827
1994,SBN,3589
1994,BGM,1432
1994,DEN,141427
1994,SNA,33171
1994,LAS,94972
1994,PWM,6047
1994,ATL,221486
1994,MSP,123222
1994,CRW,2456
1994,MKE,17808
1994,SRQ,7884
1994,MOB,5842
1994,OAJ,1033
1994,AVL,3145
1994,ILM,2128
1994,RSW,15607
1994,LEX,5046
1994,BHM,17186
1994,BNA,50339
1994,GRR,10091
1994,SAV,6773
1994,ISP,3696
1994,MYR,2472
1994,SFO,118233
1994,ABQ,36196
1994,ALB,12499
1994,TLH,6553
1994,AGS,3345
1994,MEM,50063
1994,EVV,1172
1994,IAD,31856
1994,PNS,6731
1994,DFW,256274
1994,TOL,2440
1994,CAK,1502
1994,SEA,75870
1994,ABE,7096
1994,LAN,2429
1994,AZO,2622
1994,RNO,18067
1994,SAN,60509
1994,JFK,43116
1994,AVP,2507
1994,SJU,19787
1994,PHF,1500
1994,LIT,17411
1994,TYS,9024
1994,SAT,38458
1994,DAB,4538
1994,FNT,713
1994,HSV,7298
1994,AUS,33341
1994,FWA,3097
1994,ACY,620
1994,DAL,42914
1994,HOU,54106
1994,AMA,4128
1994,MAF,7176
1994,CRP,5182
1994,ELP,28063
1994,HRL,5874
1994,TUL,21070
1994,LBB,6750
1994,OKC,23498
1994,ONT,36844
1994,SJC,38308
1994,OAK,44314
1994,BUR,25900
1994,DSM,9201
1994,MSN,4151
1994,DLH,1762
1994,BIS,1402
1994,LSE,1207
1994,BTR,5399
1994,FSD,3986
1994,GEG,8392
1994,FAR,2201
1994,PDX,38064
1994,RAP,1240
1994,TUS,15909
1994,SLC,69096
1994,OMA,16707
1994,RST,3420
1994,MOT,1067
1994,GTF,2361
1994,MSO,1907
1994,GRB,2692
1994,GFK,1386
1994,ICT,7322
1994,HNL,13369
1994,BIL,3905
1994,BZN,2593
1994,TVC,885
1994,MBS,3915
1994,HDN,539
1994,VPS,1073
1994,EGE,563
1994,CID,4398
1994,COS,9921
1994,MLI,2692
1994,SGF,1753
1994,OGG,2695
1994,KOA,705
1994,SBA,2093
1994,PIA,709
1994,LNK,2743
1994,BOI,6141
1994,HVN,1059
1994,EUG,2108
1994,PSP,3160
1994,ANC,17146
1994,FAI,4473
1994,MFR,1412
1994,MRY,1357
1994,MTJ,18
1994,STT,3112
1994,MGM,2482
1994,MLU,2353
1994,JAN,5101
1994,SHV,4581
1994,CPR,268
1994,IDA,1128
1994,BGR,2068
1994,JAC,1703
1994,PFN,1289
1994,STX,1330
1994,CSG,1032
1994,PSC,1329
1994,FAT,3183
1994,BTM,183
1994,GNV,1423
1994,FCA,830
1994,HLN,1069
1994,GUC,208
1994,LGB,3000
1994,MFE,3443
1994,PSE,65
1994,SPI,2
1994,BFL,473
1994,BQN,691
1994,DUT,332
1994,BET,827
1994,ANI,138
1994,KSM,133
1994,OME,956
1994,OTZ,956
1994,SCC,737
1994,JNU,3778
1994,KTN,2429
1994,CDV,701
1994,YAK,699
1994,SIT,1376
1994,PSG,670
1994,WRG,673
1994,ADQ,423
1994,AKN,400
1994,DLG,308
1994,BRW,672
1994,GJT,224
1994,LFT,248
1994,BRO,1105
1994,GST,96
1994,ACK,22
1994,COD,68
1994,SUX,290
1994,SPN,7
1994,TWF,6
1994,DRO,17
1995,ORD,293422
1995,ORF,18198
1995,PBI,22558
1995,PHX,157155
1995,PIT,126190
1995,PVD,12530
1995,PWM,5451
1995,RDU,27642
1995,RIC,15990
1995,ROC,16130
1995,RSW,14990
1995,SFO,129137
1995,SJU,21458
1995,SRQ,6863
1995,STL,174847
1995,SYR,12592
1995,TPA,45782
1995,ABQ,36871
1995,ATL,230470
1995,AUS,36474
1995,BNA,43382
1995,BUR,31472
1995,CLE,66888
1995,CLT,131417
1995,CMH,38271
1995,COS,12077
1995,CVG,76629
1995,DEN,130327
1995,DFW,268127
1995,DTW,147610
1995,ELP,28728
1995,EWR,109592
1995,HOU,57492
1995,IAD,33053
1995,IAH,121029
1995,ICT,7051
1995,IND,37092
1995,JFK,46187
1995,LAS,112181
1995,LAX,179909
1995,LGB,1401
1995,LIT,16652
1995,MCI,56727
1995,MCO,67900
1995,MEM,53388
1995,MKE,17172
1995,MSP,136436
1995,OAK,65541
1995,OKC,22077
1995,OMA,18215
1995,ONT,40062
1995,PDX,48049
1995,PHL,91577
1995,RNO,20727
1995,SAN,65731
1995,SAT,38060
1995,SEA,92016
1995,SJC,39283
1995,SLC,84056
1995,SMF,36051
1995,SNA,36159
1995,TUL,20795
1995,TUS,18549
1995,MLI,1641
1995,ABE,7198
1995,ALB,11997
1995,AVP,2605
1995,AZO,2490
1995,BDL,25771
1995,BGM,1422
1995,BHM,18118
1995,BOS,92852
1995,BTV,3362
1995,BUF,19932
1995,BWI,66154
1995,CAK,1574
1995,CRW,2031
1995,DAY,14524
1995,DCA,86266
1995,ELM,1392
1995,ERI,1454
1995,EVV,709
1995,FLL,33641
1995,FNT,248
1995,FWA,3354
1995,GRR,9171
1995,GSO,32676
1995,HPN,6228
1995,HTS,615
1995,ISP,3111
1995,ITH,1056
1995,JAX,18184
1995,LAN,2365
1995,LEX,5070
1995,LGA,99225
1995,MDT,8648
1995,MDW,47985
1995,MHT,4629
1995,MIA,70581
1995,MSY,49179
1995,PHF,1016
1995,ROA,3312
1995,SBN,3560
1995,SDF,24094
1995,SWF,4402
1995,TOL,2461
1995,TYS,9509
1995,MLU,2209
1995,MOB,5378
1995,GEG,12230
1995,JNU,4130
1995,WRG,726
1995,STT,2874
1995,FAT,2507
1995,MLB,3171
1995,HNL,12537
1995,DAL,46570
1995,HRL,5752
1995,AGS,2387
1995,CHS,9228
1995,ANC,19040
1995,BRW,1024
1995,FAI,4843
1995,BOI,10174
1995,KTN,2589
1995,PSP,3132
1995,EUG,2173
1995,KOA,455
1995,MFR,1342
1995,MRY,1205
1995,OGG,2609
1995,SBA,1480
1995,PSG,725
1995,STX,1059
1995,BIL,3701
1995,BZN,2205
1995,GTF,2428
1995,HLN,1094
1995,IDA,1298
1995,JAC,1424
1995,MSO,1822
1995,PSC,1454
1995,BFL,455
1995,CID,5318
1995,DSM,9177
1995,FSD,4343
1995,LNK,3488
1995,SGF,1575
1995,SHV,4552
1995,BGR,1589
1995,TLH,4668
1995,CDV,726
1995,TWF,23
1995,EGE,690
1995,GSP,8835
1995,RST,3514
1995,BTR,4741
1995,HSV,6957
1995,VPS,1094
1995,CRP,4225
1995,BQN,734
1995,PIA,76
1995,MGM,2498
1995,PNS,6621
1995,FCA,1018
1995,BIS,1417
1995,DLH,1813
1995,FAR,2339
1995,GFK,1414
1995,GRB,2843
1995,HDN,556
1995,LSE,1392
1995,MOT,1091
1995,MSN,4640
1995,RAP,1077
1995,SUX,710
1995,OTZ,1022
1995,CAE,5714
1995,HVN,1081
1995,MBS,3861
1995,MTJ,45
1995,SAV,5763
1995,OME,1013
1995,AMA,4294
1995,DRO,102
1995,GUC,243
1995,JAN,4945
1995,MFE,4057
1995,AKN,475
1995,TVC,1055
1995,LBB,6338
1995,MAF,7512
1995,DAB,4364
1995,SCC,632
1995,SPN,105
1995,BRO,687
1995,SIT,1311
1995,YAK,726
1995,ANI,133
1995,ADQ,504
1995,BET,981
1995,DLG,367
1995,KSM,133
1995,AVL,2877
1995,CHA,3387
1995,CSG,971
1995,GNV,1473
1995,PFN,1320
1995,TRI,3056
1995,FAY,2188
1995,ILM,2204
1995,MYR,2720
1995,OAJ,369
1995,LFT,2
1995,DUT,379
1995,ACK,40
1995,GST,98
1995,LWB,4
1996,ATL,241609
1996,AUS,36658
1996,BNA,44370
1996,BUR,29624
1996,CLE,66451
1996,CLT,131181
1996,CMH,39611
1996,COS,16173
1996,CVG,86409
1996,DEN,131724
1996,DFW,249351
1996,DTW,154556
1996,ELP,26299
1996,EWR,118865
1996,HOU,56073
1996,IAD,37834
1996,IAH,123742
1996,ICT,7125
1996,IND,34177
1996,JFK,44064
1996,LAS,119602
1996,LAX,184108
1996,LGB,1470
1996,LIT,13920
1996,MCI,55149
1996,MCO,73362
1996,MDW,44616
1996,MEM,51707
1996,MKE,16256
1996,MSP,141924
1996,OAK,60898
1996,OKC,20461
1996,OMA,18313
1996,ONT,37667
1996,ORD,296234
1996,PDX,53676
1996,PHL,94304
1996,PIT,121299
1996,RNO,25394
1996,SAN,66624
1996,SAT,38649
1996,SEA,96266
1996,SFO,135678
1996,SJC,45548
1996,SLC,88332
1996,SMF,36989
1996,SNA,36858
1996,STL,178507
1996,TUL,19558
1996,TUS,18465
1996,ABE,7125
1996,ABQ,37956
1996,ALB,11304
1996,AVP,3094
1996,BDL,25644
1996,BGM,1378
1996,BHM,18849
1996,BOS,93213
1996,BTV,3347
1996,BUF,18601
1996,BWI,62517
1996,CAK,1087
1996,CRW,1658
1996,DAY,13510
1996,DCA,83417
1996,ELM,1321
1996,ERI,1425
1996,FLL,33447
1996,FWA,2153
1996,GRR,8964
1996,GSO,20494
1996,HPN,5985
1996,ISP,3223
1996,ITH,1208
1996,JAX,15570
1996,LEX,4264
1996,LGA,96585
1996,MDT,8601
1996,MHT,4344
1996,MIA,66838
1996,MSY,47132
1996,ORF,17123
1996,PBI,21803
1996,PHX,163323
1996,PVD,14120
1996,PWM,6232
1996,RDU,25949
1996,RIC,15753
1996,ROA,3118
1996,ROC,15800
1996,RSW,14934
1996,SBN,3574
1996,SDF,24519
1996,SRQ,7458
1996,SWF,4235
1996,SYR,11405
1996,TOL,2426
1996,TPA,49063
1996,TYS,9117
1996,MLU,2529
1996,GEG,14974
1996,JNU,4425
1996,WRG,726
1996,BGR,1259
1996,BOI,12114
1996,FAT,1978
1996,DAL,48142
1996,HRL,5182
1996,ANC,20673
1996,HNL,12590
1996,KTN,2636
1996,PSP,3036
1996,EUG,2282
1996,KOA,576
1996,MFR,1194
1996,MRY,731
1996,OGG,2769
1996,SBA,1390
1996,PSG,726
1996,STX,1098
1996,BIL,3549
1996,BZN,2256
1996,GTF,2441
1996,HLN,1005
1996,IDA,1094
1996,JAC,1553
1996,MSO,1829
1996,PSC,1459
1996,CID,5418
1996,DSM,8953
1996,FSD,4583
1996,JAN,6046
1996,LNK,3252
1996,MLI,1336
1996,SGF,1744
1996,SHV,4077
1996,SJU,19736
1996,STT,1931
1996,CDV,726
1996,CHS,7591
1996,EGE,960
1996,GSP,8915
1996,HSV,5869
1996,RST,3441
1996,BTR,4831
1996,VPS,1079
1996,MGM,2180
1996,FCA,1106
1996,AZO,2244
1996,BIS,1424
1996,DLH,1786
1996,FAR,2434
1996,GFK,1372
1996,GRB,3066
1996,HDN,601
1996,LSE,1146
1996,MOT,1095
1996,MSN,4428
1996,RAP,1223
1996,SUX,711
1996,PNS,6297
1996,OTZ,935
1996,HVN,286
1996,MBS,4096
1996,MTJ,61
1996,OME,988
1996,AMA,4792
1996,BFL,347
1996,DRO,109
1996,GUC,236
1996,MFE,3519
1996,AKN,453
1996,LAN,2118
1996,TVC,1058
1996,LBB,6872
1996,MAF,6692
1996,DAB,4031
1996,MLB,3295
1996,BRW,1008
1996,SPN,44
1996,CRP,3737
1996,BRO,600
1996,MOB,4188
1996,BQN,247
1996,SIT,1335
1996,YAK,726
1996,ANI,64
1996,ADQ,533
1996,BET,916
1996,DLG,351
1996,DUT,646
1996,FAI,4901
1996,KSM,64
1996,SCC,363
1996,AGS,2137
1996,CAE,6818
1996,GNV,1787
1996,SAV,5613
1996,TLH,2718
1996,AVL,1982
1996,CHA,1368
1996,FAY,2271
1996,ILM,2168
1996,MYR,2449
1996,TRI,2053
1996,LFT,383
1996,ALO,469
1996,LWB,80
1996,ACK,25
1996,GST,91
1996,FNT,207
1997,ABQ,37604
1997,ATL,250222
1997,AUS,37671
1997,BNA,48720
1997,BOS,98268
1997,BUR,29115
1997,CLE,63615
1997,CLT,128718
1997,CMH,41309
1997,COS,15986
1997,CVG,85287
1997,DEN,135202
1997,DFW,251115
1997,DTW,155568
1997,ELP,24990
1997,EWR,121785
1997,HOU,55492
1997,IAD,39140
1997,IAH,124263
1997,ICT,7831
1997,IND,35318
1997,JFK,39707
1997,LAS,121022
1997,LAX,188094
1997,LGB,2522
1997,LIT,13516
1997,MCI,56957
1997,MCO,89861
1997,MEM,50730
1997,MIA,64464
1997,MKE,15403
1997,MSP,138087
1997,OAK,58734
1997,OKC,20747
1997,OMA,17501
1997,ONT,36479
1997,ORD,297490
1997,PDX,55615
1997,PHL,108829
1997,PIT,117442
1997,RNO,27392
1997,SAN,67801
1997,SAT,38554
1997,SEA,97653
1997,SFO,138191
1997,SJC,48009
1997,SLC,87665
1997,SMF,37146
1997,SNA,35468
1997,STL,177067
1997,TUL,18849
1997,TUS,18316
1997,ABE,6865
1997,ALB,11179
1997,AVP,1944
1997,BDL,26820
1997,BGM,1171
1997,BHM,18922
1997,BTV,2945
1997,BUF,18009
1997,BWI,64603
1997,CAK,1067
1997,CRW,1707
1997,DAY,11964
1997,DCA,84301
1997,ELM,1332
1997,ERI,1405
1997,FLL,38960
1997,GRR,8888
1997,GSO,14888
1997,HPN,5907
1997,ISP,2598
1997,ITH,1331
1997,JAX,21529
1997,LEX,4171
1997,LGA,96444
1997,MDT,7806
1997,MHT,4897
1997,MSY,47701
1997,ORF,16781
1997,PBI,22520
1997,PHX,167020
1997,PVD,20462
1997,PWM,6579
1997,RDU,26714
1997,RIC,15825
1997,ROA,2779
1997,ROC,15129
1997,RSW,14980
1997,SBN,3510
1997,SDF,25651
1997,SRQ,6797
1997,SWF,3568
1997,SYR,11227
1997,TOL,2442
1997,TPA,52392
1997,MLU,2190
1997,MOB,4370
1997,GEG,15413
1997,JNU,4251
1997,WRG,724
1997,BGR,1256
1997,MDW,44167
1997,BOI,11922
1997,FAT,1825
1997,DAL,47450
1997,HRL,4290
1997,AGS,2183
1997,ANC,19988
1997,HNL,11784
1997,KTN,2560
1997,PSP,3479
1997,EUG,2276
1997,KOA,729
1997,MFR,1254
1997,MRY,724
1997,OGG,2914
1997,SBA,1399
1997,JAN,7201
1997,PSG,724
1997,STT,2108
1997,STX,1095
1997,BIL,3467
1997,BZN,2103
1997,FCA,1204
1997,GTF,2461
1997,HLN,851
1997,IDA,1074
1997,JAC,1623
1997,MSO,1824
1997,PSC,1460
1997,CID,5753
1997,DSM,7785
1997,FSD,4027
1997,HDN,721
1997,LNK,2817
1997,MLI,1530
1997,SGF,1718
1997,SHV,3893
1997,SJU,20065
1997,TYS,8895
1997,FWA,2067
1997,CDV,724
1997,CHS,7424
1997,EGE,1164
1997,GSP,7715
1997,HSV,6070
1997,BTR,4669
1997,VPS,1073
1997,MGM,2183
1997,PNS,6366
1997,AZO,1802
1997,BIS,1429
1997,DLH,1458
1997,FAR,2413
1997,GFK,1206
1997,GRB,2751
1997,LSE,864
1997,MBS,4245
1997,MOT,1091
1997,MSN,4526
1997,RAP,1117
1997,RST,3137
1997,SUX,686
1997,OTZ,936
1997,MTJ,156
1997,OME,951
1997,DRO,105
1997,GUC,199
1997,MFE,3335
1997,AKN,456
1997,FNT,1101
1997,LAN,2132
1997,TVC,1037
1997,LBB,7053
1997,MAF,6509
1997,CAE,6039
1997,DAB,3588
1997,MLB,2885
1997,BRW,922
1997,CRP,3568
1997,BRO,472
1997,LFT,524
1997,SIT,1325
1997,YAK,724
1997,AMA,4862
1997,ADQ,719
1997,BET,951
1997,DLG,417
1997,DUT,612
1997,FAI,4828
1997,SCC,362
1997,GNV,1356
1997,SAV,5409
1997,TLH,2551
1997,AVL,2000
1997,CHA,1359
1997,FAY,1829
1997,ILM,2148
1997,MYR,2271
1997,TRI,1723
1997,LWB,85
1997,BFL,251
1997,GST,90
1997,ACK,16
1998,AUS,39533
1998,BNA,51217
1998,BOS,98415
1998,BUR,28095
1998,BWI,69983
1998,CLE,61075
1998,CLT,124977
1998,CMH,39737
1998,COS,12235
1998,CVG,80620
1998,DEN,136349
1998,DFW,244013
1998,DTW,153413
1998,ELP,25049
1998,EWR,120213
1998,HOU,57122
1998,IAD,43998
1998,IAH,125122
1998,ICT,7477
1998,IND,33810
1998,JFK,42634
1998,LAS,119377
1998,LAX,184078
1998,LGB,3118
1998,LIT,13297
1998,MCI,58474
1998,MCO,92028
1998,MEM,51371
1998,MIA,64934
1998,MKE,15270
1998,MSP,136693
1998,MSY,49983
1998,OAK,56002
1998,OKC,20092
1998,OMA,16639
1998,ONT,35410
1998,ORD,294896
1998,PDX,55741
1998,PHL,111999
1998,PIT,110172
1998,PSP,4216
1998,RNO,26271
1998,SAN,67143
1998,SAT,37478
1998,SDF,24117
1998,SEA,98314
1998,SFO,139853
1998,SJC,49200
1998,SLC,85084
1998,SMF,36431
1998,SNA,34683
1998,STL,176030
1998,TUL,18766
1998,TUS,18320
1998,ABE,6236
1998,ALB,11276
1998,ATL,255380
1998,AVP,1795
1998,BDL,26445
1998,BGM,1046
1998,BHM,19490
1998,BTV,2738
1998,BUF,18068
1998,CAK,1075
1998,CRW,1649
1998,DAY,10553
1998,DCA,83901
1998,ELM,1325
1998,ERI,1402
1998,FLL,41370
1998,GRR,8919
1998,GSO,15046
1998,HPN,4668
1998,ITH,1325
1998,JAX,22099
1998,LEX,3936
1998,LGA,94404
1998,MDT,7711
1998,MHT,9464
1998,ORF,16321
1998,PBI,22025
1998,PHX,171001
1998,PVD,21743
1998,PWM,6615
1998,RDU,27634
1998,RIC,15107
1998,ROA,2492
1998,ROC,14611
1998,RSW,14040
1998,SBN,3356
1998,SJU,20275
1998,SYR,11145
1998,TOL,1895
1998,TPA,54571
1998,MLU,2188
1998,MOB,4297
1998,GEG,14177
1998,JNU,4479
1998,WRG,726
1998,BGR,1095
1998,MDW,45993
1998,BOI,11657
1998,FAT,1155
1998,ABQ,36320
1998,DAL,48235
1998,HRL,4170
1998,AGS,1907
1998,ANC,20518
1998,HNL,11568
1998,KTN,2581
1998,EUG,2271
1998,KOA,732
1998,MFR,1359
1998,MRY,722
1998,OGG,3011
1998,SBA,1430
1998,JAN,9078
1998,PSG,726
1998,STT,2219
1998,STX,985
1998,BIL,2878
1998,BZN,1944
1998,FCA,1006
1998,GTF,2421
1998,HLN,849
1998,IDA,817
1998,JAC,1605
1998,MSO,1823
1998,PSC,1456
1998,CID,5528
1998,DSM,7023
1998,FSD,3882
1998,HDN,642
1998,LNK,2817
1998,MLI,1711
1998,SGF,1812
1998,SHV,3884
1998,SRQ,5985
1998,TYS,8244
1998,FWA,1426
1998,CDV,720
1998,EGE,1280
1998,GSP,6945
1998,HSV,5915
1998,ISP,2295
1998,BTR,4679
1998,VPS,1085
1998,MGM,1906
1998,PNS,6522
1998,AZO,1560
1998,BIS,1413
1998,DLH,1245
1998,FAR,2385
1998,GFK,1128
1998,GRB,2567
1998,LSE,631
1998,MBS,3929
1998,MOT,1084
1998,MSN,4613
1998,RAP,1121
1998,RST,2279
1998,SUX,687
1998,OTZ,894
1998,MTJ,202
1998,SWF,1932
1998,OME,934
1998,AMA,4847
1998,DRO,110
1998,GUC,222
1998,MFE,3169
1998,AKN,431
1998,FNT,1390
1998,LAN,2118
1998,TVC,1001
1998,LBB,6663
1998,MAF,6470
1998,CAE,5616
1998,CHS,7231
1998,DAB,2936
1998,BRW,946
1998,CRP,3067
1998,BRO,362
1998,LFT,160
1998,SIT,1323
1998,YAK,726
1998,ADQ,726
1998,BET,984
1998,DLG,397
1998,DUT,675
1998,FAI,5390
1998,SCC,517
1998,MLB,2411
1998,SAV,5133
1998,TLH,2483
1998,AVL,1783
1998,CHA,1089
1998,FAY,1470
1998,ILM,2119
1998,MYR,2408
1998,TRI,1404
1998,MKK,1
1998,BFL,239
1998,LWB,76
1998,GST,105
1998,ACK,22
1998,LIH,205
1998,GPT,274
1999,RIC,16545
1999,ROC,14894
1999,RSW,13749
1999,SAN,68244
1999,SDF,22869
1999,SEA,103160
1999,SFO,136952
1999,SJU,21406
1999,SLC,81818
1999,STL,175708
1999,STX,1064
1999,SYR,11252
1999,TPA,60186
1999,ABQ,37276
1999,ATL,263865
1999,AUS,44351
1999,BNA,54544
1999,BOS,107790
1999,BUR,27872
1999,BWI,81671
1999,CLE,58434
1999,CLT,120589
1999,CMH,37360
1999,COS,12073
1999,CVG,77278
1999,DEN,135777
1999,DFW,245036
1999,DTW,154172
1999,ELP,24660
1999,EWR,125810
1999,HOU,57327
1999,IAD,70977
1999,IAH,129472
1999,ICT,6407
1999,IND,34471
1999,JFK,44949
1999,LAS,125125
1999,LAX,191762
1999,LGB,3329
1999,LIT,13031
1999,MCI,60167
1999,MCO,97926
1999,MIA,66299
1999,MKE,15407
1999,MSP,143419
1999,MSY,49391
1999,OAK,55489
1999,OKC,20247
1999,OMA,16894
1999,ONT,34751
1999,ORD,298251
1999,PDX,56978
1999,PHL,115235
1999,PIT,101312
1999,RNO,29498
1999,SAT,38066
1999,SJC,56219
1999,SMF,36625
1999,SNA,38154
1999,TUL,18906
1999,TUS,19360
1999,ABE,6089
1999,ALB,11644
1999,AVP,1719
1999,BDL,31954
1999,BGM,1035
1999,BTV,2676
1999,BUF,18876
1999,CAK,1018
1999,CRW,1319
1999,DAY,10685
1999,DCA,82498
1999,ELM,1306
1999,ERI,1371
1999,FLL,45729
1999,GRR,8794
1999,GSO,15018
1999,HPN,4961
1999,ITH,1306
1999,LEX,3733
1999,LGA,98422
1999,MDT,7603
1999,MHT,12945
1999,ORF,15954
1999,PBI,22016
1999,PHX,177701
1999,PVD,22934
1999,PWM,5924
1999,RDU,34033
1999,ROA,2409
1999,SBN,2929
1999,TOL,1035
1999,JAX,23053
1999,MLU,2180
1999,MOB,4311
1999,GEG,13495
1999,JNU,4482
1999,WRG,726
1999,BGR,180
1999,MDW,50491
1999,BOI,11504
1999,MEM,50963
1999,DAL,50118
1999,HRL,4150
1999,AGS,1452
1999,ANC,20807
1999,FAI,5514
1999,BHM,20889
1999,HNL,11232
1999,KTN,2440
1999,PSP,3944
1999,EGE,1129
1999,EUG,2175
1999,KOA,733
1999,MFR,1300
1999,MRY,717
1999,OGG,3047
1999,SBA,1677
1999,JAN,9310
1999,STT,2644
1999,BIL,2907
1999,BZN,1702
1999,FCA,1252
1999,GTF,2415
1999,HLN,850
1999,MSO,2144
1999,PSC,1443
1999,CID,5369
1999,DSM,6895
1999,FSD,3865
1999,HDN,611
1999,LNK,3034
1999,MLI,1884
1999,SGF,2056
1999,SHV,3873
1999,SRQ,5214
1999,TYS,6748
1999,PSG,726
1999,CDV,726
1999,GSP,6932
1999,ISP,6187
1999,BTR,4668
1999,GPT,1093
1999,VPS,1093
1999,HSV,5860
1999,MGM,1271
